No.,FECHA,PERSONAL,SITIO,SERVICIO,TIPO / SERV,ESPECIFICAR,AREA
1460,24/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO ADMINISTRATIVO,EDIF ADMON
1461,24/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO DE MANTENIMIENTO,EDIF MANTTO
1462,24/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  MODULAR,MODULAR  
1463,26/12/2025,ANGEL,MODULAR  ,MENOR,MANTENIMIENTO,CHEQUEO DE NIVELES DE AGUA EN TINACOS DE MODULAR,MODULAR  
1464,26/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,MANTENIMIENTO,"SE REALIZO LLENADO DE AGUA EN TINACOS MODUAR,  DE TALLER A MODULAR CON MANGUERAS",EDIF MANTTO
1465,26/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,SE APOYO A FABIAN CON TRASLASO DE BASURA A CONENEDOR DE MODULAR,MODULAR  
1466,26/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,SE SURTIO DE GARRAFONES CON AGUA PARA COMEDOR,EDIF ADMON
1467,26/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,SE SURTIO DE GARRAFONES CON AGUA PARA  MODUAR,MODULAR  
1468,26/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO ADMINISTRATIVO,EDIF ADMON
1469,26/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO DE MANTENIMIENTO,EDIF MANTTO
1470,26/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  MODULAR,MODULAR  
1471,26/12/2025,ANGEL,EDIF ADMON,MENOR,MANTENIMIENTO,SE CHECO REPORTE DE SILLA EN MAL ESTADO - JHONATAN DE OPERACIÓN  SOLICITA CAMBIO DE SILLA,EDIF ADMON
1472,26/12/2025,ANGEL,EDIF ADMON,MENOR,MANTENIMIENTO,SE MARCO LAS SILLAS DE SALA MANGLAR  11 EN TOTAL -  ( 1 EN MAL ESTADO),EDIF ADMON
1473,29/12/2025,ANGEL,MODULAR  ,MENOR,MANTENIMIENTO,"CHEQUEO DE BOMBA EN MODULAR , NO ABASTECIA AGUA , SE CHECO Y SE PUDO HABILITAR",MODULAR
1474,29/12/2025,ANGEL,MLV,MENOR,MANTENIMIENTO,CHEQUEO DE TINACO EN MLV-  TENIENDO EL 30 % DE CAPACIDAD ,MLV
1475,29/12/2025,ANGEL,EDIF ADMON,MENOR,MANTENIMIENTO,SE MARCO  16 SILLAS EN SALA ETANO ,EDIF ADMON
1476,29/12/2025,ANGEL,MODULAR  ,MENOR,MANTENIMIENTO,SE MARCO 15 SILLAS EN SALA TQPM,MODULAR  
1477,29/12/2025,ANGEL,MUELLE,MENOR,SERV GENERAL,SE LLEVO SUMINISTROS  PARA RIO 1 ,MUELLE
1478,29/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,RETIRO DE BOLSSAS DE BASURA PARA CONTENEDOR DE ICA,EDIF ADMON
1479,29/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,RECEPCION Y TRASLADO DE INSUMOS A BODEGA DE COMEDOR,EDIF ADMON
1480,29/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,SUMINISTRO DE GARRAFONES DE AGUA EN EDIF DMON,EDIF ADMON
1481,29/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,SUMINISTRO DE AGUA EN MODULAR,MODULAR  
1482,30/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,MANTENIMIENTO,SE RECUPERAN MAMPARAS TIRADAS POR EL AIRE FRENTE AL EDIF. ADMINISGTRATIVO.,EDIF MANTTO
1483,30/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO ADMINISTRATIVO,EDIF ADMON
1484,30/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO DE MANTENIMIENTO,EDIF MANTTO
1485,30/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  MODULAR,MODULAR  
1486,30/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,MANTENIMIENTO,ACOMODO DE EQUIPO DE OFICINA EN TALLER MANTTO,EDIF MANTTO
1487,30/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,MANTENIMIENTO,REALIZACION DE CROQUIS - ARCHIVO PARA CONTROL DE LLAVES EN LOS EDIFICIOS.,EDIF MANTTO
1488,31/12/2025,ANGEL,EDIF ADMON,MENOR,MANTENIMIENTO,CHEQUEO DE DESPERFECTOS EN EDIFICIO ADMINISTRATIVO DE INTERIORES Y EXTERIORES,EDIF ADMON
1489,31/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,MANTENIMIENTO,CHEQUEO DE DESPERFECTOS EN EDIFICIO MANTENIMIENTO DE INTERIORES Y EXTERIORES,EDIF MANTTO
1490,31/12/2025,ANGEL,MODULAR  ,MENOR,MANTENIMIENTO,"CHEQUEO DE DESPERFECTO EN MODULAR, PRIVADO DEL ING. MAMFRED",MODULAR  
1491,31/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO ADMINISTRATIVO,EDIF ADMON
1492,31/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO DE MANTENIMIENTO,EDIF MANTTO
1493,31/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  MODULAR,MODULAR  
1494,31/12/2025,ANGEL,EDIF ADMON,MENOR,MANTENIMIENTO,APOYO A PEDRO TI PARA ABRIR SALA MANGAR - COLOCACION DE MULTICONTACTO,EDIF ADMON
1495,31/12/2025,ANGEL,EDIF ADMON,MENOR,MANTENIMIENTO,REPOSICION  DE SILLA EN SALA DE SUPERV. DE OPERACIONES- SILLA JHONATAN,EDIF ADMON
1496,31/12/2025,ANGEL,EDIF ADMON,MENOR,MANTENIMIENTO,APOYO A OPERACIONES  EL ING. ALBERTO ESTRADA CON LLAVES DE MLV PARA CHEQUEO DE AREA ,EDIF ADMON
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
