No.,FECHA,PERSONAL,SITIO,SERVICIO,TIPO / SERV,ESPECIFICAR,AREA
1305,21/11/2025,ANGEL- FABIAN,MODULAR  ,MENOR,SERV GENERAL,SUMINISTRO DE AGUA PARA JUANITA EN MODULAR 3 GARRAFONES,MODULAR
1306,21/11/2025,ANGEL- FABIAN,EDIF ADMON,MENOR,SERV GENERAL,SUMINISTRO DE AGUA PARA JULY EN EDIF ADMINISTRATIVO 9 GARRAFONES,EDIF ADMON
1307,21/11/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,ARCHIVADO DE DOCUMENTO DEL DESAZOLVE EN MODIULAR DE 5 FOSAS,MODULAR
1308,21/11/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO ADMINISTRATIVO,EDIF ADMON
1309,21/11/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO DE MANTENIMIENTO,EDIF MANTTO
1310,21/11/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  MODUAR,MODULAR
1311,24/11/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,LLENADO DE  TINACO EN MODUILAR,MODULAR
1312,24/11/2025,ANGEL,MUELLE,MENOR,SERV GENERAL,CHEQUEO  DE DESAZOLVE EN FOSA  DE MUELLE ,MUELLE
1313,24/11/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO ADMINISTRATIVO,EDIF ADMON
1314,24/11/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO DE MANTENIMIENTO,EDIF MANTTO
1315,24/11/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  MODUAR,MODULAR
1316,25/11/2025,ANGEL,EDIF ADMON,MENOR,MANTENIMIENTO,SE REALIZO MEDIDAS A VENTANAS DE EDIFICIO ADMINISTRATIVO PARA SOLICITAR PERSIANAS ,EDIF ADMON
1317,25/11/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,MANTENIMIENTO,SE REALIZO MEDIDAS A VENTANAS DE EDIFICIO MANTENIMIENTO PARA SOLICITAR PERSIANAS ,EDIF MANTTO
1318,25/11/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,MANTENIMIENTO,SE REALIZO MEDIDAS A LA BASE DONDE SE COLOCARA LA VIRGENCITA PARA SU VITRINA,EDIF MANTTO
1319,25/11/2025,ANGEL,EDIF ADMON,MENOR,MANTENIMIENTO,COLOCACION DE PIZARRON EN  PRIVADOS DEL ING. MARCOS,EDIF ADMON
1320,25/11/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,MANTENIMIENTO,COLOCACION DE PIZARRON EN PRIVADO DEL ING. MICHAEL,EDIF MANTTO
1321,25/11/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO ADMINISTRATIVO,EDIF ADMON
1322,25/11/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO DE MANTENIMIENTO,EDIF MANTTO
1323,25/11/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  MODUAR,MODULAR
1324,25/11/2025,ANGEL,ICA OFICINAS,MENOR,SERV GENERAL,FIRMA DE SERVICIO AL BIOLOGO HECTOR SOLIS POR EL DESAZOLVE DE FOSA GENERAL EN MUELLE ,EDIF ADMON
1325,25/11/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,ENVIO DE CORREOS CON INFORMACION DE REQUISICION DE MATERIAL Y HERRAMIENTA ANGEL E INVENTARIO DE EQUIPO DE OFICINA QUE ESTA EN PATIO DE TALLER DE MANTTO,EDIF ADMON
1326,26/11/2025,ANGEL,BI,MENOR,MANTENIMIENTO,SUPERVISION A  CUSTODIA TRASLADO A BI,EDIF ADMON
1327,26/11/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO ADMINISTRATIVO,EDIF ADMON
1328,26/11/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO DE MANTENIMIENTO,EDIF MANTTO
1329,26/11/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  MODUAR,MODULAR
1330,26/11/2025,ANGEL,MODULAR  ,MENOR,MANTENIMIENTO,CHEQUEO DE TINACOS  Y TUBERIA DE AGUA POTABLE EN MODULAR ,MODULAR
1331,26/11/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,ENVIO DE CORREOS CON INFOEMACION DE REQUISICION DE MAQUETA Y  LETREROS DE PROHIBIDO EL PASO,EDIF ADMON
1332,26/11/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,MANTENIMIENTO,COLOCACION DE PIZARRON EN PRIVADO DEL ING. CANO ,EDIF MANTTO
1333,26/11/2025,ANGEL,MUELLE,MENOR,MANTENIMIENTO,SE REALIZO LAS MEDIDAS DE 2 VENTANAS EN RIO 1 PARA PERSIANAS,MUELLE
1334,27/11/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,CHEQUEO DE DESAZOLVE DE LAS 5 FOSAS EN MODULAR ,MODULAR
1335,27/11/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,CHEQUEO DE DESAZOLVE DE LA FOZA DE EDIFICIO ADMINISTRATIVO,EDIF ADMON
1336,27/11/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,REALIZACION DE PERMISO DE TRABAJO PARA EL DESAZOLVE  EN MLV POR AR MULTISERVICIOS ,EDIF ADMON
1337,27/11/2025,ANGEL,MLV,MENOR,SERV GENERAL,CHEQUEO DE DESAZOLVE DE  3  FOSAS  EN MLV,MLV
1338,27/11/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,ELABORACION DE REQUISICION DEL NICHO DE LA VIRGEN DE GPE.,EDIF ADMON
1339,27/11/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO ADMINISTRATIVO,EDIF ADMON
1340,27/11/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO DE MANTENIMIENTO,EDIF MANTTO
1341,27/11/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  MODULAR,MODULAR
1342,28/11/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,APOYO A LIC. ARTURO CON REQUISICIONES,EDIF ADMON
1343,28/11/2025,ANGEL,MUELLE,MENOR,MANTENIMIENTO,RECEPCION DE LLAVES DE LA ESTACION RIO 1 - EN MUELLE,MUELLE
1344,28/11/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,REALIZACION DE REQUISICIONES,EDIF ADMON
1345,01/12/2025,ANGEL,MODULAR,MENOR,SERV GENERAL,CHEQUEO DE TINACOS EN MODULAR  ( AGUA POTABLE ),MODULAR
1346,01/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO ADMINISTRATIVO,EDIF ADMON
1347,01/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO DE MANTENIMIENTO,EDIF MANTTO
1348,01/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  MODULAR,MODULAR
1349,01/12/2025,ANGEL,EDIF ADMON,MENOR,MANTENIMIENTO,"APOYO CON HERRAMIENTA A DRIVER NESTOR - CAJA DE TALADROS,  DADOS Y DESARMADOR",EDIF ADMON
1350,01/12/2025,ANGEL,MLV,MENOR,MANTENIMIENTO,VISITA A MLV PARA CHECAR DETALLE DE LOSETA BAJO EL LAVABO DEL BAÑO ,MLV
1351,01/12/2025,ANGEL,MUELLE,MENOR,SERV GENERAL,VISITA AMUELLE CON FABIAN PARA LIMPIEZA Y RETIRO DE BASURA,MUELLE
1352,01/12/2025,ANGEL,EDIF ADMON,MENOR,MANTENIMIENTO,COLOCACION DE 4 CORONAS EN PUERTA PRINCIPAL Y DE MERGENCIA LADO ESTE DEL EDIFICIO ADMINISTRATIVO,EDIF ADMON
1353,02/12/2025,ANGEL,EDIF ADMON,MENOR,MANTENIMIENTO,PROGRAMACION DE TERMOSTATO,EDIF ADMON
1354,02/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,MANTENIMIENTO,PROGRAMACION DE TERMOSTATO,EDIF MANTTO
1355,02/12/2025,ANGEL,MLV,MENOR,MANTENIMIENTO,SUPERVICION DE TRABAJO EN BAÑO DE CASETA MLV ,MLV
1356,02/12/2025,ANGEL,MLV,MENOR,MANTENIMIENTO,RE ENERGIZAR CLIMAS  EN  CUARTO  ELECTRICO Y CASETA DE VIGILANCIA  MLV,MLV
1357,02/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,CHEQUEO DE NIVELES   DE AGUA POTABLE EN LOS TANQUES  DE  MODULAR ,MODULAR
1358,02/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO ADMINISTRATIVO,EDIF ADMON
1359,02/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO DE MANTENIMIENTO,EDIF MANTTO
1360,02/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  MODULAR,MODULAR
1361,02/12/2025,ANGEL Y FABIAN,EDIF ADMON,MENOR,SERV GENERAL,APOYO CON GARRAFONES DE AGUA  Y RETIRO DE BASURA A CONTENEDOR ,EDIF ADMON
1362,02/12/2025,ANGEL Y FABIAN,MODULAR  ,MENOR,SERV GENERAL,APOYO CON GARRAFONES DE AGUA ,MODULAR  
1363,03/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO ADMINISTRATIVO,EDIF ADMON
1364,03/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO DE MANTENIMIENTO,EDIF MANTTO
1365,03/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  MODULAR,MODULAR
1366,03/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,ELABORACION DE REQUISICION  CON EL LIC. ARTURO,EDIF MANTTO
1367,03/12/2025,ANGEL,MODULAR  ,MENOR,MANTENIMIENTO,CHEQUEO DE LLENADO DE LOS  TINACOS EN MODULAR ,MODULAR
1368,03/12/2025,ANGEL,EDIF ADMON,MENOR,MANTENIMIENTO,ELABORACION DE PERMISO DE TRABAJO PARA EL DESAZOLVE EN MLV,EDIF ADMON
1369,04/12/2025,ANGEL,EDIF ADMON,MENOR,MANTENIMIENTO,SOLICITUD DEL AST AL PERSONAL DE OPERACIÓN  ASI COMO RECABAR FIRMAS CORESPONDIENTES PARA EL PERMISO.,EDIF ADMON
1370,04/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO ADMINISTRATIVO,EDIF ADMON
1371,04/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO DE MANTENIMIENTO,EDIF MANTTO
1372,04/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  MODULAR,MODULAR
1373,05/12/2025,ANGEL,MODULAR  ,MENOR,MANTENIMIENTO,SUPERVICION DE TRABAJO EN MODULAR - MANTTO DE CLIMAS - PERMISO DE TRABAJO ,MODULAR
1374,05/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO ADMINISTRATIVO,EDIF ADMON
1375,05/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO DE MANTENIMIENTO,EDIF MANTTO
1376,05/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  MODULAR,MODULAR
1377,05/12/2025,ANGEL,MODULAR  ,MENOR,MANTENIMIENTO,"SUPERVICION Y BANDEREO  DE PIPA , PARA LLENADO DE TINACOS EN MODULAR ",MODULAR
1378,05/12/2025,ANGEL,MLV,MENOR,MANTENIMIENTO,RE ENERGIZAR CLIMAS  EN  CUARTO  ELECTRICO Y CASETA DE VIGILANCIA  MLV,MLV
1379,08/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,APOYO A DIANA CON SERV DE CAFÉ Y EN COCINA,EDIF ADMON
1380,08/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,APOYO EN SURTIR GARRAFONES DE AGUA ,MODULAR
1381,08/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,APOYO EN SURTIR GARRAFONES DE AGUA ,EDIF ADMON
1382,08/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,APOYO CON RETIRO DE BOLSAS DE BASURA DE EDIF ADMINISTRATIVO  A CONTENEDOR MODULAR,EDIF ADMON
1383,08/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO ADMINISTRATIVO,EDIF ADMON
1384,08/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO DE MANTENIMIENTO,EDIF MANTTO
1385,08/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  MODULAR,MODULAR
1386,08/12/2025,ANGEL,MODULAR  ,MENOR,MANTENIMIENTO,"REALIZACION DE CROQUIS  DE EDIF MANTTO, ADMON  Y ESTACIONAMIENTOS  MANTTO Y MODULAR",MODULAR
1387,09/12/2025,ANGEL,MODULAR  ,MENOR,MANTENIMIENTO,SE REPORTA GOTERA EN LAMPARA DE OFICINA E MANFRED Y UNA LAMPARA FUNDIDA EN COCINA DE MODULAR ,MODULAR
1388,09/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO ADMINISTRATIVO,EDIF ADMON
1389,09/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO DE MANTENIMIENTO,EDIF MANTTO
1390,09/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  MODULAR,MODULAR
1391,09/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,APOYO EN SURTIR GARRAFONES DE AGUA ,EDIF ADMON
1392,09/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,MANTENIMIENTO,VISITA DE PROVEDOR PARA MODIFICACION DE NICHO DE LA VIRGEN,EDIF MANTTO
1393,10/12/2025,ANGEL,EDIF ADMON,MENOR,MANTENIMIENTO,JUNTA CON LIC. JESSICA - RESULTADOS DE LA SEMANA,EDIF ADMON
1394,10/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,ELABORACION DE INVENTARIO EN BODEGA DE COCINA GENERAL,MODULAR
1395,10/12/2025,ANGEL,EDIF ADMON,MENOR,MANTENIMIENTO,"RECEPCION DE PROVEDOR PARA TRABAJO DE REMODELACION A NICHO, LLENADO DE PERMISO Y AST",EDIF ADMON
1396,10/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO ADMINISTRATIVO,EDIF ADMON
1397,10/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO DE MANTENIMIENTO,EDIF MANTTO
1398,10/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  MODULAR,MODULAR
1399,11/12/2025,ANGEL,MODULAR  ,MENOR,MANTENIMIENTO,ELABORACION DEL PERMISO DE TRABAJO PARA DETALLAR NICHO EN TALLER DE MANTENIMIENTO ,MODULAR  
1400,11/12/2025,ANGEL,MODULAR  ,MENOR,MANTENIMIENTO,ELABORACION DEL PERMISO DE TRABAJO PARA DESAZOLVE DE AGUAS RESIDUALES EN MLV,MODULAR  
1401,11/12/2025,ANGEL,MODULAR  ,MENOR,MANTENIMIENTO,CHEQUEO DE DESAZOLVE EN MODULAS 5 FOSAS,MODULAR  
1402,11/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,MANTENIMIENTO,CHEQUEO DE DESAZOLVE EN FOSA GENERAL  EDIF MANTTO,EDIF MANTTO
1403,11/12/2025,ANGEL,MLV,MENOR,MANTENIMIENTO,CHEQUEO DE DESAZOLVE EN  AREA MLV,MLV
1404,11/12/2025,ANGEL,MLV,MENOR,MANTENIMIENTO,CHEQUEO A MANTENIMIENTO DE CLIMAS EN  MLV,MLV
1405,12/12/2025,ANGEL,EDIF ADMON,MENOR,MANTENIMIENTO,ELABORACION DE PERMISO DE TRABAJO PARA  MLV - MANTTO DE CLIMAS,EDIF ADMON
1406,12/12/2025,ANGEL,EDIF ADMON,MENOR,MANTENIMIENTO,ELABORACION DE PERMISO DE TRABAJO PARA MUELLE - MANTTO DE CLIMAS,EDIF ADMON
1407,12/12/2025,ANGEL,MLV,MENOR,MANTENIMIENTO,SUPERVICION DE TRABAJO EN EL MANTTO DE CLIMAS  EN MLV,MLV
1408,12/12/2025,ANGEL,MUELLE,MENOR,MANTENIMIENTO,SUPERVICION DE TRABAJO EN EL MANTTO DE CLIMAS  EN MUELLE,MUELLE
1409,12/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,APOYO CON  SUMINISTRO DE GARRAFONES EN EDIF ADMINISTRATIVO,EDIF ADMON
1410,12/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,APOYO CON  SUMINISTRO DE GARRAFONES EN MODULAR,MODULAR  
1411,12/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,APOYO A DIANA CON RETIRO E BASURA A CONTENEDOR DE MODULAR,EDIF ADMON
1412,13/12/2025,ANGEL,MODULAR,MENOR,SERV GENERAL,TRASLADO DE EQUIPO DE OFICINA PARA SALA DE JUNTA JAGUAR MODULAR,MODULAR
1413,15/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,MAL DE SALUD - INFECCION EN ESTOMAGO - MEDICO Y REPOSO,MODULAR
1414,16/12/2025,ANGEL,EDIF ADMON,MENOR,MANTENIMIENTO,ELABORACION DE PERMISO PARA DESCARGA DE AGUA POPTABLE EN MLV,EDIF ADMON
1415,16/12/2025,ANGEL,MODULAR  ,MENOR,MANTENIMIENTO,DESCARGA DE AGUA POTABLE EN TINACOS 1 Y 2 - MODULAR,MODULAR  
1416,16/12/2025,ANGEL,MLV,MENOR,MANTENIMIENTO,DESCARGA DE AGUA POTABLE EN TINACO 1 MLV,MLV
1417,16/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,APOYO A LIC. ARTURO CON REQUISICION,EDIF MANTTO
1418,16/12/2025,ANGEL,MODULAR  ,MENOR,MANTENIMIENTO,CHQUEO DE NIVELES E AGUA EN TINACOS DE MODULAR ,MODULAR
1419,16/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO ADMINISTRATIVO,EDIF ADMON
1420,17/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO DE MANTENIMIENTO,EDIF MANTTO
1421,17/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  MODULAR,MODULAR
1422,17/12/2025,ANGEL,MODULAR  ,MENOR,MANTENIMIENTO,ACTUALIZACION DE ARCHIVOS ,MODULAR
1423,18/12/2025,ANGEL,MODULAR  ,MENOR,MANTENIMIENTO,CHQUEO DE NIVELES E AGUA EN TINACOS DE MODULAR ,MODULAR
1424,18/12/2025,ANGEL,MODULAR  ,MENOR,MANTENIMIENTO,ELABORACION DEL PERMISO DE TRABAJO PARA DESAZOLVE DE AGUAS RESIDUALES EN MLV,MODULAR  
1425,18/12/2025,ANGEL,MODULAR  ,MENOR,MANTENIMIENTO,CHEQUEO DE DESAZOLVE EN MODULAS 5 FOSAS,MODULAR  
1426,18/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,MANTENIMIENTO,CHEQUEO DE DESAZOLVE EN FOSA GENERAL  EDIF MANTTO,EDIF MANTTO
1427,18/12/2025,ANGEL,MLV,MENOR,MANTENIMIENTO,CHEQUEO DE DESAZOLVE EN  AREA MLV,MLV
1428,19/12/2025,ANGEL,MODULAR  ,MENOR,MANTENIMIENTO,CHQUEO DE NIVELES E AGUA EN TINACOS DE MODULAR ,MODULAR
1429,19/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO ADMINISTRATIVO,EDIF ADMON
1430,19/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO DE MANTENIMIENTO,EDIF MANTTO
1431,19/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  MODULAR,MODULAR
1432,19/12/2025,ANGEL,EDIF ADMON,MENOR,MANTENIMIENTO,REPORTE DE LOSETA EN MAL ESTADO EN COMEDOR DEL EDIFICIO ADMINISTRATIVO,EDIF ADMON
1433,19/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,"ELABORACION EN CONJUNTO CON EL PERSONAL DE SERV, PARA REPORTE DE INCIDENTE EN COMEDOR- PALOMITAS QUEMADAS",EDIF ADMON
1434,20/12/2025,ANGEL,EDIF ADMON,MENOR,MANTENIMIENTO,SE REPORTO GABINETE ABIRTO- SE PROCEDIO A BUSQUEDA DE LA LLAVE PARA EL CIERRE DEL MMISMO,EDIF ADMON
1435,20/12/2025,ANGEL,MUELLE,MENOR,SERV GENERAL,SE SUMINISTRA AGUA DE GARRAFON EN AREA DE MIELLE RIO 1 - SOLICITO PERSONALO DE OPERACIÓN,MUELLE
1436,20/12/2025,ANGEL,EDIF ADMON,MENOR,MANTENIMIENTO,"SE ESPERO COMO APOYO AL PERSONAL DE FUMIGACION , PARA EL ACCESO A LAS AREAS SOLICITADA.",EDIF ADMON
1437,20/12/2025,ANGEL,EDIF ADMON,MENOR,MANTENIMIENTO,SE REQUIRIO APOYO DEL PERSONAL DE OPERACIONES ENCARGADO EN TURNO- ING. FELIPE PARA LA FUMIGACION,EDIF ADMON
1438,20/12/2025,ANGEL,MODULAR  ,MENOR,MANTENIMIENTO,CHQUEO DE NIVELES E AGUA EN TINACOS DE MODULAR ,MODULAR  
1439,20/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO ADMINISTRATIVO,EDIF ADMON
1440,20/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO DE MANTENIMIENTO,EDIF MANTTO
1441,20/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  MODULAR,MODULAR  
1442,22/12/2025,ANGEL,MODULAR  ,MENOR,MANTENIMIENTO,CHQUEO DE NIVELES E AGUA EN TINACOS DE MODULAR ,MODULAR  
1443,22/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,APOYO DE AUTORIZACION DE ACCESO ,EDIF ADMON
1444,22/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,APOYO CON PERMISO DE TRABAJO A TI- JORGE IVAN,EDIF ADMON
1445,22/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,SUMINIDTRO DE AGUA -  GARRAFONES,MODULAR  
1446,22/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,SUMINIDTRO DE AGUA -  GARRAFONES,EDIF ADMON
1447,22/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,APOYO A FABIAN CON RETIRO DE BASURA DE EDIF. ADMON Y MANTTO ,MODULAR  
1448,22/12/2025,ANGEL,MODULAR  ,MENOR,MANTENIMIENTO,SE TRASLADO DE TALLER DE MANTTO A MODULAR  3 MESAS BLANCAS ,MODULAR  
1449,22/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO ADMINISTRATIVO,EDIF ADMON
1450,22/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO DE MANTENIMIENTO,EDIF MANTTO
1451,22/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  MODULAR,MODULAR  
1452,23/12/2025,ANGEL,MODULAR  ,MENOR,MANTENIMIENTO,CHEQUEO DE TINACOS EN MODULAR  ( AGUA POTABLE ),MODULAR
1453,23/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,APOYO PARA SOLICITUD DE AACCESOS A PROVEDORES,EDIF MANTTO
1454,23/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,MANTENIMIENTO,"REPORTE  DE NICHO , DETERIORO EN MARCO DE NICHO DE VIRGEN, PINTURA Y RESANE ",EDIF MANTTO
1455,23/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,CHEQUEO DEL SERVICIO DE CAFETERIA - ATENDIDO POR DIANITA ,EDIF ADMON
1456,23/12/2025,ANGEL,EDIF ADMON,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO ADMINISTRATIVO,EDIF ADMON
1457,23/12/2025,ANGEL,EDIF MANTENIMIENTO,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  EDIFICIO DE MANTENIMIENTO,EDIF MANTTO
1458,23/12/2025,ANGEL,MODULAR  ,MENOR,SERV GENERAL,CHEQUEO  DE SER V DE LIMPIEZA EN  MODULAR,MODULAR  
1459,24/12/2025,ANGEL,MODULAR  ,MENOR,MANTENIMIENTO,CHEQUEO DE TINACOS EN MODULAR  ( AGUA POTABLE ),MODULAR
